,word,root,part_of_speech
7015,counterproductive,production,adjective
7016,reproductive,production,adjective
7017,produce,production,verb
7018,produce,productive,noun
7019,producer,productive,noun
7020,product,productive,noun
7021,production,productive,noun
7022,reproduction,productive,noun
7023,productivity,productive,noun
7024,productive,productive,adjective
7025,counterproductive,productive,adjective
7026,reproductive,productive,adjective
7027,produce,productive,verb
7028,produce,productivity,noun
7029,producer,productivity,noun
7030,product,productivity,noun
7031,production,productivity,noun
7032,reproduction,productivity,noun
7033,productivity,productivity,noun
7034,productive,productivity,adjective
7035,counterproductive,productivity,adjective
7036,reproductive,productivity,adjective
7037,produce,productivity,verb
7038,profession,profession,noun
7039,professional,profession,noun
7040,professionalism,profession,noun
7041,professional,profession,adjective
7042,unprofessional,profession,adjective
7043,professionally,profession,adverb
7044,profession,professional,noun
7045,professional,professional,noun
7046,professionalism,professional,noun
7047,professional,professional,adjective
7048,unprofessional,professional,adjective
7049,professionally,professional,adverb
7050,profit,profit,noun
7051,profitability,profit,noun
7052,profitable,profit,adjective
7053,unprofitable,profit,adjective
7054,profit,profit,verb
7055,profitably,profit,adverb
7056,profit,profitable,noun
7057,profitability,profitable,noun
7058,profitable,profitable,adjective
7059,unprofitable,profitable,adjective
7060,profit,profitable,verb
7061,profitably,profitable,adverb
7062,progress,progress,noun
7063,progression,progress,noun
7064,progressive,progress,adjective
7065,progress,progress,verb
7066,progressively,progress,adverb
7067,progress,progression,noun
7068,progression,progression,noun
7069,progressive,progression,adjective
7070,progress,progression,verb
7071,progressively,progression,adverb
7072,progress,progressive,noun
7073,progression,progressive,noun
7074,progressive,progressive,adjective
7075,progress,progressive,verb
7076,progressively,progressive,adverb
7077,proof,proof,noun
7078,proven,proof,adjective
7079,unproven,proof,adjective
7080,prove,proof,verb
7081,disprove,proof,verb
7082,protection,protect,noun
7083,protector,protect,noun
7084,protected,protect,adjective
7085,unprotected,protect,adjective
7086,protective,protect,adjective
7087,protect,protect,verb
7088,protectively,protect,adverb
7089,protection,protection,noun
7090,protector,protection,noun
7091,protected,protection,adjective
7092,unprotected,protection,adjective
7093,protective,protection,adjective
7094,protect,protection,verb
7095,protectively,protection,adverb
7096,protection,protective,noun
7097,protector,protective,noun
7098,protected,protective,adjective
7099,unprotected,protective,adjective
7100,protective,protective,adjective
7101,protect,protective,verb
7102,protectively,protective,adverb
7103,proof,prove,noun
7104,proven,prove,adjective
7105,unproven,prove,adjective
7106,prove,prove,verb
7107,disprove,prove,verb
7108,provider,provide,noun
7109,provision,provide,noun
7110,provisions,provide,noun
7111,provisional,provide,adjective
7112,provide,provide,verb
7113,provisionally,provide,adverb
7114,provider,provider,noun
7115,provision,provider,noun
7116,provisions,provider,noun
7117,provisional,provider,adjective
7118,provide,provider,verb
7119,provisionally,provider,adverb
7120,provider,provision,noun
7121,provision,provision,noun
7122,provisions,provision,noun
7123,provisional,provision,adjective
7124,provide,provision,verb
7125,provisionally,provision,adverb
7126,publication,public,noun
7127,publicist,public,noun
7128,publicity,public,noun
7129,public,public,adjective
7130,publicize,public,verb
7131,publicly,public,adverb
7132,publication,publication,noun
7133,publicist,publication,noun
7134,publicity,publication,noun
7135,public,publication,adjective
7136,publicize,publication,verb
7137,publicly,publication,adverb
7138,publication,publicity,noun
7139,publicist,publicity,noun
7140,publicity,publicity,noun
7141,public,publicity,adjective
7142,publicize,publicity,verb
7143,publicly,publicity,adverb
7144,publication,publicly,noun
7145,publicist,publicly,noun
7146,publicity,publicly,noun
7147,public,publicly,adjective
7148,publicize,publicly,verb
7149,publicly,publicly,adverb
7150,publisher,publish,noun
7151,publishing,publish,noun
7152,unpublished,publish,adjective
7153,published,publish,adjective
7154,publish,publish,verb
7155,publisher,publisher,noun
7156,publishing,publisher,noun
7157,unpublished,publisher,adjective
7158,published,publisher,adjective
7159,publish,publisher,verb
7160,punishment,punish,noun
7161,punishable,punish,adjective
7162,punishing,punish,adjective
7163,punish,punish,verb
7164,punishment,punishment,noun
7165,punishable,punishment,adjective
7166,punishing,punishment,adjective
7167,punish,punishment,verb
7168,purification,pure,noun
7169,purist,pure,noun
7170,purity,pure,noun
7171,impurity,pure,noun
7172,pure,pure,adjective
7173,impure,pure,adjective
7174,purify,pure,verb
7175,purely,pure,adverb
7176,purification,purely,noun
7177,purist,purely,noun
7178,purity,purely,noun
7179,impurity,purely,noun
7180,pure,purely,adjective
7181,impure,purely,adjective
7182,purify,purely,verb
7183,purely,purely,adverb
7184,purification,purity,noun
7185,purist,purity,noun
7186,purity,purity,noun
7187,impurity,purity,noun
7188,pure,purity,adjective
7189,impure,purity,adjective
7190,purify,purity,verb
7191,purely,purity,adverb
7192,purpose,purpose,noun
7193,purposeful,purpose,adjective
7194,purposefully,purpose,adverb
7195,purposely,purpose,adverb
7196,push,push,noun
7197,pusher,push,noun
7198,pushy,push,adjective
7199,pushed,push,adjective
7200,push,push,verb
7201,push,pushy,noun
7202,pusher,pushy,noun
7203,pushy,pushy,adjective
7204,pushed,pushy,adjective
7205,push,pushy,verb
7206,qualification,qualification,noun
7207,disqualification,qualification,noun
7208,qualifier,qualification,noun
7209,qualified,qualification,adjective
7210,unqualified,qualification,adjective
7211,qualify,qualification,verb
7212,disqualify,qualification,verb
7213,qualification,qualified,noun
7214,disqualification,qualified,noun
7215,qualifier,qualified,noun
7216,qualified,qualified,adjective
7217,unqualified,qualified,adjective
7218,qualify,qualified,verb
7219,disqualify,qualified,verb
7220,qualification,qualify,noun
7221,disqualification,qualify,noun
7222,qualifier,qualify,noun
7223,qualified,qualify,adjective
7224,unqualified,qualify,adjective
7225,qualify,qualify,verb
7226,disqualify,qualify,verb
7227,quarter,quarter,noun
7228,quarterly,quarter,adjective
7229,quarter,quarter,verb
7230,quarterly,quarter,adverb
7231,question,question,noun
7232,questioning,question,noun
7233,questionable,question,adjective
7234,unquestionable,question,adjective
7235,question,question,verb
7236,unquestionably,question,adverb
7237,question,questionable,noun
7238,questioning,questionable,noun
7239,questionable,questionable,adjective
7240,unquestionable,questionable,adjective
7241,question,questionable,verb
7242,unquestionably,questionable,adverb
7243,quiet,quiet,noun
7244,disquiet,quiet,noun
7245,quiet,quiet,adjective
7246,quieten/quiet,quiet,verb
7247,quietly,quiet,adverb
7248,quiet,quietly,noun
7249,disquiet,quietly,noun
7250,quiet,quietly,adjective
7251,quieten/quiet,quietly,verb
7252,quietly,quietly,adverb
7253,race,race,noun
7254,racism,race,noun
7255,racist,race,noun
7256,racial,race,adjective
7257,multiracial,race,adjective
7258,racist,race,adjective
7259,racially,race,adverb
7260,race,racial,noun
7261,racism,racial,noun
7262,racist,racial,noun
7263,racial,racial,adjective
7264,multiracial,racial,adjective
7265,racist,racial,adjective
7266,racially,racial,adverb
7267,race,racially,noun
7268,racism,racially,noun
7269,racist,racially,noun
7270,racial,racially,adjective
7271,multiracial,racially,adjective
7272,racist,racially,adjective
7273,racially,racially,adverb
7274,race,racism,noun
7275,racism,racism,noun
7276,racist,racism,noun
7277,racial,racism,adjective
7278,multiracial,racism,adjective
7279,racist,racism,adjective
7280,racially,racism,adverb
7281,race,racist,noun
7282,racism,racist,noun
7283,racist,racist,noun
7284,racial,racist,adjective
7285,multiracial,racist,adjective
7286,racist,racist,adjective
7287,racially,racist,adverb
7288,rarity,rare,noun
7289,rare,rare,adjective
7290,rarely,rare,adverb
7291,rarity,rarely,noun
7292,rare,rarely,adjective
7293,rarely,rarely,adverb
7294,rarity,rarity,noun
7295,rare,rarity,adjective
7296,rarely,rarity,adverb
7297,rate,rate,noun
7298,rating,rate,noun
7299,overrated,rate,adjective
7300,underrated,rate,adjective
7301,rate,rate,verb
7302,underrate,rate,verb
7303,rate,rating,noun
7304,rating,rating,noun
7305,overrated,rating,adjective
7306,underrated,rating,adjective
7307,rate,rating,verb
7308,underrate,rating,verb
7309,reaction,react,noun
7310,reactor,react,noun
7311,reactionary,react,adjective
7312,react,react,verb
7313,overreact,react,verb
7314,act,reaction,noun
7315,action,reaction,noun
7316,inaction,reaction,noun
7317,interaction,reaction,noun
7318,reaction,reaction,noun
7319,transaction,reaction,noun
7320,acting,reaction,adjective
7321,act,reaction,verb
7322,read,read,noun
7323,reader,read,noun
7324,reading,read,noun
7325,readership,read,noun
7326,readable,read,adjective
7327,unreadable,read,adjective
7328,read,read,verb
7329,read,reader,noun
7330,reader,reader,noun
7331,reading,reader,noun
7332,readership,reader,noun
7333,readable,reader,adjective
7334,unreadable,reader,adjective
7335,read,reader,verb
7336,read,readership,noun
7337,reader,readership,noun
7338,reading,readership,noun
7339,readership,readership,noun
7340,readable,readership,adjective
7341,unreadable,readership,adjective
7342,read,readership,verb
7343,readiness,readily,noun
7344,ready,readily,adjective
7345,readily,readily,adverb
7346,readiness,readiness,noun
7347,ready,readiness,adjective
7348,readily,readiness,adverb
7349,read,reading,noun
7350,reader,reading,noun
7351,reading,reading,noun
7352,readership,reading,noun
7353,readable,reading,adjective
7354,unreadable,reading,adjective
7355,read,reading,verb
7356,readiness,ready,noun
7357,ready,ready,adjective
7358,readily,ready,adverb
7359,realism,real,noun
7360,realist,real,noun
7361,reality,real,noun
7362,unreality,real,noun
7363,realization,real,noun
7364,real,real,adjective
7365,unreal,real,adjective
7366,realistic,real,adjective
7367,unrealistic,real,adjective
7368,realize,real,verb
7369,real,real,adverb
7370,really,real,adverb
7371,realistically,real,adverb
7372,realism,realistic,noun
7373,realist,realistic,noun
7374,reality,realistic,noun
7375,unreality,realistic,noun
7376,realization,realistic,noun
7377,real,realistic,adjective
7378,unreal,realistic,adjective
7379,realistic,realistic,adjective
7380,unrealistic,realistic,adjective
7381,realize,realistic,verb
7382,real,realistic,adverb
7383,really,realistic,adverb
7384,realistically,realistic,adverb
7385,realism,realistically,noun
7386,realist,realistically,noun
7387,reality,realistically,noun
7388,unreality,realistically,noun
7389,realization,realistically,noun
7390,real,realistically,adjective
7391,unreal,realistically,adjective
7392,realistic,realistically,adjective
7393,unrealistic,realistically,adjective
7394,realize,realistically,verb
7395,real,realistically,adverb
7396,really,realistically,adverb
7397,realistically,realistically,adverb
7398,realism,reality,noun
7399,realist,reality,noun
7400,reality,reality,noun
7401,unreality,reality,noun
7402,realization,reality,noun
7403,real,reality,adjective
7404,unreal,reality,adjective
7405,realistic,reality,adjective
7406,unrealistic,reality,adjective
7407,realize,reality,verb
7408,real,reality,adverb
7409,really,reality,adverb
7410,realistically,reality,adverb
7411,realism,realization,noun
7412,realist,realization,noun
7413,reality,realization,noun
7414,unreality,realization,noun
7415,realization,realization,noun
7416,real,realization,adjective
7417,unreal,realization,adjective
7418,realistic,realization,adjective
7419,unrealistic,realization,adjective
7420,realize,realization,verb
7421,real,realization,adverb
7422,really,realization,adverb
7423,realistically,realization,adverb
7424,realism,realize,noun
7425,realist,realize,noun
7426,reality,realize,noun
7427,unreality,realize,noun
7428,realization,realize,noun
7429,real,realize,adjective
7430,unreal,realize,adjective
7431,realistic,realize,adjective
7432,unrealistic,realize,adjective
7433,realize,realize,verb
7434,real,realize,adverb
7435,really,realize,adverb
7436,realistically,realize,adverb
7437,realism,really,noun
7438,realist,really,noun
7439,reality,really,noun
7440,unreality,really,noun
7441,realization,really,noun
7442,real,really,adjective
7443,unreal,really,adjective
7444,realistic,really,adjective
7445,unrealistic,really,adjective
7446,realize,really,verb
7447,real,really,adverb
7448,really,really,adverb
7449,realistically,really,adverb
7450,arrangement,rearrange,noun
7451,arrange,rearrange,verb
7452,rearrange,rearrange,verb
7453,reason,reason,noun
7454,reasoning,reason,noun
7455,reasonable,reason,adjective
7456,unreasonable,reason,adjective
7457,reason,reason,verb
7458,reasonably,reason,adverb
7459,unreasonably,reason,adverb
7460,reason,reasonable,noun
7461,reasoning,reasonable,noun
7462,reasonable,reasonable,adjective
7463,unreasonable,reasonable,adjective
7464,reason,reasonable,verb
7465,reasonably,reasonable,adverb
7466,unreasonably,reasonable,adverb
7467,reason,reasonably,noun
7468,reasoning,reasonably,noun
7469,reasonable,reasonably,adjective
7470,unreasonable,reasonably,adjective
7471,reason,reasonably,verb
7472,reasonably,reasonably,adverb
7473,unreasonably,reasonably,adverb
7474,reason,reasoning,noun
7475,reasoning,reasoning,noun
