,word,part_of_speech,transcription,hint,lvl,label,definition,examples,order_num,root_word
10081,place ,noun,/pleɪs/,SOMEWHERE,A1,C,"a position, building, town, area, etc","['There are several places of interest to visit in the area.', 'It was a silly place to park.', 'This plant needs a warm, sunny place.', 'This looks like a nice place for a picnic.', 'His leg was broken in two places.', 'Are your documents in a safe place?']",4281,place
10082,place ,noun,/pleɪs/,HOME,A2,C,a home,"[""We'll have the meeting at my place."", ""They've just bought a place in Spain.""]",4281,place
10083,place ,noun,/pleɪs/,SEAT,B1,C,"the seat where you sit in a theatre, a class, a train, etc","['The children collected their prizes and then went back to their places.', 'Could you save me a place near the stage?']",4281,place
10084,place ,noun,/pleɪs/,OPPORTUNITY,B1,C,"an opportunity to study at a college, to join a team, etc","[""She's got a place at university."", ""She's got a place on on a fine-arts course.""]",4281,place
10085,take place,noun,/pleɪs/,,B1,C,to happen,['The concert takes place next Thursday.'],4281,place
10086,in place of sth,noun,/pleɪs/,,B2,C,instead of something,['Try adding fruit to your cereal in place of sugar.'],4281,place
10087,"in first/second/third, etc. place",noun,/pleɪs/,,B1,C,"If you are in first/second/third, etc. place in a race or competition, that is your position",['He finished in fifth place.'],4281,place
10088,take sb's place,noun,/pleɪs/,,B2,C,to do something instead of someone else,"[""If I can't make it to the theatre that night you can take my place.""]",4281,place
10089,in the first place,noun,/pleɪs/,,B2,C,at the start of a situation,['Why did you invite her in the first place?'],4281,place
10090,all over the place,noun,/pleɪs/,,B2,C,in or to many different places,['There were dirty dishes all over the place.'],4281,place
10091,in place,noun,/pleɪs/,,C2,C,in the correct position,['The chairs are all in place.'],4281,place
10092,in place,noun,/pleɪs/,,C2,C,"If a rule, system, etc. is in place, it has started to exist",['There are now laws in place to prevent this from happening.'],4281,place
10093,put sb in their place,noun,/pleɪs/,,C2,C,to let someone know that they are not as important as they think they are,"['He was rather arrogant, but the other kids soon put him in his place.']",4281,place
10094,out of place,noun,/pleɪs/,,C2,C,not in the correct position,['Why are my files all out of place?'],4281,place
10095,out of place,noun,/pleɪs/,,C2,C,not right or suitable for a particular situation,['Everyone else was wearing jeans and I felt completely out of place in my office clothes.'],4281,place
10096,fall into place,noun,/pleɪs/,,C2,C,"When events or details that you did not understand before fall into place, they become easy to understand","['When Jo told me she had a twin sister, everything fell into place.']",4281,place
10097,"place sth in/on, etc.",verb,/pleɪs/,,B2,T,to put something somewhere carefully,['She placed the letter in front of me.'],4281,place
10098,"place an advertisement/order, etc.",verb,/pleɪs/,,C1,T,"to arrange to have an advertisement/order, etc",['She placed an advert for a housekeeper in the local paper.'],4281,place
10099,place,verb,/pleɪs/,,C1,T,to cause someone to be in a situation,['One stupid action has placed us all at risk.'],4281,place
10100,"place emphasis/importance, etc. on sth",verb,/pleɪs/,,C2,T,"to give something emphasis/importance, etc",['They place a lot of importance on qualifications.'],4281,place
10101,plague,noun,/pleɪg/,,C2,C,a serious disease that spreads quickly and kills a lot of people,['They died in the plague.'],4282,plague
10102,plague,verb,/pleɪg/,,C2,T,to make someone suffer for a long time,"[""He's been plagued by bad luck ever since he bought that house.""]",4282,plague
10103,plain ,adjective,/pleɪn/,SIMPLE,B1,,simple and not complicated,"['a plain style of architecture', 'He prefers plain food - nothing too fancy.']",4283,plain
10104,plain ,adjective,/pleɪn/,NOT MIXED,B1,,"not mixed with other colours, substances, etc","['plain yoghurt', ""For the living room, we've chosen a plain carpet and patterned curtains.""]",4283,plain
10105,plain ,adjective,/pleɪn/,OBVIOUS,C2,,obvious and clear,"[""It's quite plain that she doesn't want to talk to me about it.""]",4283,plain
10106,plain ,adjective,/pleɪn/,PERSON,C2,,A plain person is not attractive to look at,['His wife is quite plain.'],4283,plain
10107,plan ,noun,/plæn/,ARRANGEMENT,A2,C,an arrangement for what you intend to do or how you intend to do something,"['holiday plans', 'Do you have any plans for the weekend?', ""The plan is that we'll buy a car once we're there."", ""There's been a change of plan and we're going on Wednesday instead."", 'Luckily, everything went according to plan.']",4284,plan
10108,plan ,noun,/plæn/,DRAWING,B2,C,"a drawing of a building, town, area, vehicle, machine, etc. which only shows its shape from above, its size, and the position of important details","[""an architect's plans"", 'a street plan', 'a seating plan']",4284,plan
10109,plan to do sth,verb,/plæn/,,A2,I or T,to intend to do something,"['He plans to go to college next year.', ""I'm not planning to stay here much longer.""]",4284,plan
10110,plan,verb,/plæn/,,B1,I or T,to think about and decide what you are going to do or how you are going to do something,"['She helped them to plan their route.', 'If we plan carefully, we should be able to stay within our budget.', ""She's already planning how to spend her prize money.""]",4284,plan
10111,plane,noun,/pleɪn/,,A1,C,a vehicle that flies and has at least one engine and wings,"['a fighter/transport/passenger plane', 'She hates travelling by plane.', 'He likes to watch the planes taking off and landing.', ""We'll be boarding the plane in about 20 minutes.""]",4285,plane
10112,planet,noun,/ˈplæn.ɪt/,,B1,C,"a large, round object in space that moves around the sun or another star","['the planet Earth/Venus', 'Might there be intelligent life on other planets?']",4286,planet
10113,planning ,noun,/ˈplæn.ɪŋ/,DECIDING,B2,U,the activity of thinking about and deciding what you are going to do or how you are going to do something,['Events like these take months of careful planning.'],4287,planning
10114,planning ,noun,/ˈplæn.ɪŋ/,BUILDINGS,C1,U,control over which buildings are built in an area,['town planning'],4287,planning
10115,plant,noun,/plɑːnt/,,A1,C,"a living thing that grows in the soil or water and has leaves and roots, especially one that is smaller than a tree","['garden/greenhouse/indoor plants', 'native plants and animals', 'a tomato plant']",4288,plant
10116,plant ,verb,/plɑːnt/,"TREES/FLOWERS, ETC.",B1,T,to put a plant into the ground or into a container of earth so that it will grow,"['We planted trees and bushes in our new garden.', 'Hyacinth bulbs planted in pots now will flower early in the spring.']",4288,plant
10117,plant a bomb,verb,/plɑːnt/,,B2,T,to put a bomb somewhere so that it will explode there,['Rebels had planted several bombs near the base.'],4288,plant
10118,plant ,verb,/plɑːnt/,IDEA/DOUBTS,C2,T,to make someone start thinking something,['I was confident till you planted doubts in my mind.'],4288,plant
10119,plastic,noun,/ˈplæs.tɪk/,,A2,C or U,"a light, artificial substance that can be made into different shapes when it is soft and is used in a lot of different ways","[""Most children's toys are made of plastic."", 'He put a sheet of plastic over the broken window.']",4289,plastic
10120,plastic,adjective,/ˈplæs.tɪk/,,A2,,made of plastic,['a plastic bag/box/cup'],4289,plastic
10121,plate,noun,/pleɪt/,,A1,C,"a flat, round object which is used for putting food on","['paper/plastic/china plates', 'a dinner/side plate', 'clean/dirty plates', ""There's still lots of food on your plate.""]",4290,plate
10122,platform ,noun,/ˈplæt.fɔːm/,TRAIN,A2,C,the area in a railway station where you get on and off trains,['The train for Cambridge will depart from platform 9.'],4291,platform
10123,platform ,noun,/ˈplæt.fɔːm/,RAISED SURFACE,B2,C,a raised surface for people to stand on that is higher than the ground,"['a viewing platform', 'This brilliant young violinist has appeared on concert platforms all round the world.']",4291,platform
10124,platform ,noun,/ˈplæt.fɔːm/,FOR OPINIONS,C2,C,a way of telling the public about your opinions,"['Basically, he uses the newspaper as a platform for airing his political views.']",4291,platform
10125,plausible,adjective,/ˈplɔː.zə.bl ̩/,,C2,,"If something that someone says or writes is plausible, it could be true",['a plausible excuse/explanation'],4292,plausible
10126,play ,verb,/pleɪ/,CHILDREN,A1,I or T,"When children play, they spend time enjoying themselves with toys and games","['The children are playing in the garden.', 'She likes playing with her dolls.']",4293,play
10127,play ,verb,/pleɪ/,SPORT,A1,I or T,"When you play a sport or game, you take part in it","[""You play tennis, don't you Sam?"", 'We often play cards.', 'He plays for Manchester United.']",4293,play
10128,play ,verb,/pleɪ/,MAKE MUSIC,A2,I or T,to make music with a musical instrument,"['He plays the piano.', 'They could hear a jazz band playing in the distance.']",4293,play
10129,play ,verb,/pleɪ/,"RADIO, CD, ETC.",A2,I or T,"to make a radio, CD, etc. produce sounds","['Could you play that last track again?', 'I could hear a radio playing in the background.']",4293,play
10130,play ,verb,/pleɪ/,ACT,B1,T,to be a particular character in a film or play,"['In the film version, Branagh played the part of the father.']",4293,play
10131,play ,verb,/pleɪ/,COMPETE,B1,I or T,to compete against a person or team in a game,"['Who are Aston Villa playing next week?', 'Arsenal are playing against Newcastle in the next round.']",4293,play
10132,play a joke/trick on sb,verb,/pleɪ/,,B2,I or T,to deceive someone in order to make them laugh,"[""I played a trick on her and pretended I'd forgotten her birthday."", ""She didn't realise they were just playing a joke on her.""]",4293,play
10133,play a part in sth,verb,/pleɪ/,,B2,I or T,to be one of the people or things that are involved in an event or situation,['Alcohol plays a part in around 60% of violent crime.'],4293,play
10134,play sth by ear,verb,/pleɪ/,,C2,I or T,to play a piece of music by remembering the notes,['She plays all the songs by ear.'],4293,play
10135,play it by ear,verb,/pleɪ/,,C2,I or T,to decide how to deal with a situation as it develops,"[""I'm not sure what to tell Dad - I'll just have to play it by ear.""]",4293,play
10136,play with fire,verb,/pleɪ/,,C2,I or T,to be involved in an activity that could be dangerous,"[""We're playing with fire if we continue with genetic modification of our food.""]",4293,play
10137,play games,verb,/pleɪ/,,C2,I or T,to not deal with a situation seriously or honestly,"[""Someone's life is in danger here - we're not playing games.""]",4293,play
10138,play ,noun,/pleɪ/,ACTING,A2,C,"a story that is written for actors to perform, usually in a theatre",['We saw a play at the National Theatre.'],4293,play
10139,play ,noun,/pleɪ/,CHILDREN,B2,U,when children enjoy themselves with toys and games,['a play area'],4293,play
10140,fair play,noun,/pleɪ/,,C2,C,"behaviour that is fair, honest, and does not take advantage of people",['The public needs to feel a sense of fair play from the government.'],4293,play
10141,player ,noun,/ˈpleɪ.ər/,SPORT/GAME,A1,C,someone who takes part in a game or sport,"['a football/tennis player', 'Each player takes three cards.']",4294,player
10142,player ,noun,/ˈpleɪ.ər/,MUSIC,A2,C,someone who plays a musical instrument,['a piano/violin player'],4294,player
10143,player ,noun,/ˈpleɪ.ər/,MACHINE,A2,C,something that produces sound or video,['a CD/DVD/MP3 player'],4294,player
10144,playground,noun,/ˈpleɪ.graʊnd/,,A2,C,"an area designed for children to play in outside, especially at a school",['We always play football in the playground.'],4295,playground
10145,plea,noun,/pliː/,,C2,C,a strong request,['an emotional plea for forgiveness'],4296,plea
10146,plead ,verb,/pliːd/,LEGAL,C2,,to say in a court of law if you are guilty or not guilty of the crime you have been accused of,['He pleaded not guilty to five felony charges.'],4297,plead
10147,plead ,verb,/pliːd/,ASK,C2,,to ask for something in a strong and emotional way,"['He pleaded with her to come back.', 'She pleaded for mercy.']",4297,plead
